iteration	J-0	J-1	J-2	J-3	J-4	J-5	J-6	J-7	J-8	J-9	J-10	J-11	J-12	J-13	J-14	J-15	J-16	J-17	Sensor
125	0.283489	1.74815	-0.511097	-0.35429	1.95166	-0.459164	0.283489	1.74815	-0.511097	-0.35429	1.95166	-0.459164	0.283489	1.74815	-0.511097	-0.35429	1.95166	-0.459164	0.579189
126	0.297183	1.74558	-0.513089	-0.362956	1.93881	-0.468822	0.297183	1.74558	-0.513089	-0.362956	1.93881	-0.468822	0.297183	1.74558	-0.513089	-0.362956	1.93881	-0.468822	0.580054
127	0.31038	1.74364	-0.514551	-0.371452	1.92555	-0.478886	0.31038	1.74364	-0.514551	-0.371452	1.92555	-0.478886	0.31038	1.74364	-0.514551	-0.371452	1.92555	-0.478886	0.58065
128	0.323069	1.74241	-0.515462	-0.379735	1.91193	-0.489214	0.323069	1.74241	-0.515462	-0.379735	1.91193	-0.489214	0.323069	1.74241	-0.515462	-0.379735	1.91193	-0.489214	0.581581
129	0.335231	1.74196	-0.515818	-0.387748	1.89799	-0.499663	0.335231	1.74196	-0.515818	-0.387748	1.89799	-0.499663	0.335231	1.74196	-0.515818	-0.387748	1.89799	-0.499663	0.582854
130	0.346837	1.7424	-0.515628	-0.395417	1.88379	-0.510079	0.346837	1.7424	-0.515628	-0.395417	1.88379	-0.510079	0.346837	1.7424	-0.515628	-0.395417	1.88379	-0.510079	0.583497
131	0.357853	1.7438	-0.514915	-0.402652	1.86941	-0.520309	0.357853	1.7438	-0.514915	-0.402652	1.86941	-0.520309	0.357853	1.7438	-0.514915	-0.402652	1.86941	-0.520309	0.584981
132	0.368233	1.74626	-0.513717	-0.409351	1.85497	-0.530198	0.368233	1.74626	-0.513717	-0.409351	1.85497	-0.530198	0.368233	1.74626	-0.513717	-0.409351	1.85497	-0.530198	0.586226
133	0.377921	1.74984	-0.512088	-0.415401	1.84058	-0.539595	0.377921	1.74984	-0.512088	-0.415401	1.84058	-0.539595	0.377921	1.74984	-0.512088	-0.415401	1.84058	-0.539595	0.587762
134	0.386855	1.75463	-0.510097	-0.420686	1.82639	-0.548353	0.386855	1.75463	-0.510097	-0.420686	1.82639	-0.548353	0.386855	1.75463	-0.510097	-0.420686	1.82639	-0.548353	0.589
135	0.394963	1.76068	-0.507825	-0.425087	1.81256	-0.556338	0.394963	1.76068	-0.507825	-0.425087	1.81256	-0.556338	0.394963	1.76068	-0.507825	-0.425087	1.81256	-0.556338	0.590225
136	0.402167	1.76805	-0.505363	-0.428486	1.79926	-0.563431	0.402167	1.76805	-0.505363	-0.428486	1.79926	-0.563431	0.402167	1.76805	-0.505363	-0.428486	1.79926	-0.563431	0.59117
137	0.408387	1.77677	-0.502812	-0.430775	1.78667	-0.569529	0.408387	1.77677	-0.502812	-0.430775	1.78667	-0.569529	0.408387	1.77677	-0.502812	-0.430775	1.78667	-0.569529	0.591295
138	0.41354	1.78682	-0.500273	-0.431858	1.77495	-0.574555	0.41354	1.78682	-0.500273	-0.431858	1.77495	-0.574555	0.41354	1.78682	-0.500273	-0.431858	1.77495	-0.574555	0.59074
139	0.417545	1.79818	-0.497849	-0.431656	1.76426	-0.578453	0.417545	1.79818	-0.497849	-0.431656	1.76426	-0.578453	0.417545	1.79818	-0.497849	-0.431656	1.76426	-0.578453	0.590409
140	0.420326	1.81079	-0.495638	-0.430112	1.75473	-0.581197	0.420326	1.81079	-0.495638	-0.430112	1.75473	-0.581197	0.420326	1.81079	-0.495638	-0.430112	1.75473	-0.581197	0.588452
141	0.421813	1.82455	-0.493727	-0.427195	1.74647	-0.582788	0.421813	1.82455	-0.493727	-0.427195	1.74647	-0.582788	0.421813	1.82455	-0.493727	-0.427195	1.74647	-0.582788	0.588057
142	0.421947	1.83933	-0.492188	-0.422898	1.73956	-0.583252	0.421947	1.83933	-0.492188	-0.422898	1.73956	-0.583252	0.421947	1.83933	-0.492188	-0.422898	1.73956	-0.583252	0.5876
143	0.420682	1.85496	-0.491078	-0.417244	1.73402	-0.582641	0.420682	1.85496	-0.491078	-0.417244	1.73402	-0.582641	0.420682	1.85496	-0.491078	-0.417244	1.73402	-0.582641	0.58784
144	0.417985	1.87125	-0.490432	-0.410284	1.72986	-0.581031	0.417985	1.87125	-0.490432	-0.410284	1.72986	-0.581031	0.417985	1.87125	-0.490432	-0.410284	1.72986	-0.581031	0.588205
145	0.413841	1.888	-0.490268	-0.402092	1.72704	-0.578515	0.413841	1.888	-0.490268	-0.402092	1.72704	-0.578515	0.413841	1.888	-0.490268	-0.402092	1.72704	-0.578515	0.588749
146	0.40825	1.90499	-0.490581	-0.392765	1.7255	-0.575197	0.40825	1.90499	-0.490581	-0.392765	1.7255	-0.575197	0.40825	1.90499	-0.490581	-0.392765	1.7255	-0.575197	0.589243
147	0.401226	1.92201	-0.491346	-0.382419	1.72514	-0.571193	0.401226	1.92201	-0.491346	-0.382419	1.72514	-0.571193	0.401226	1.92201	-0.491346	-0.382419	1.72514	-0.571193	0.590001
148	0.3928	1.93886	-0.492524	-0.371181	1.72587	-0.566622	0.3928	1.93886	-0.492524	-0.371181	1.72587	-0.566622	0.3928	1.93886	-0.492524	-0.371181	1.72587	-0.566622	0.590531
149	0.383014	1.95535	-0.49406	-0.359187	1.72756	-0.5616	0.383014	1.95535	-0.49406	-0.359187	1.72756	-0.5616	0.383014	1.95535	-0.49406	-0.359187	1.72756	-0.5616	0.59112
150	0.371922	1.97131	-0.495887	-0.346572	1.7301	-0.556239	0.371922	1.97131	-0.495887	-0.346572	1.7301	-0.556239	0.371922	1.97131	-0.495887	-0.346572	1.7301	-0.556239	0.59163
151	0.359583	1.98662	-0.497931	-0.333469	1.73334	-0.550644	0.359583	1.98662	-0.497931	-0.333469	1.73334	-0.550644	0.359583	1.98662	-0.497931	-0.333469	1.73334	-0.550644	0.592091
152	0.346063	2.00118	-0.500113	-0.320003	1.73719	-0.544904	0.346063	2.00118	-0.500113	-0.320003	1.73719	-0.544904	0.346063	2.00118	-0.500113	-0.320003	1.73719	-0.544904	0.592846
153	0.331428	2.01489	-0.50235	-0.306288	1.74151	-0.539101	0.331428	2.01489	-0.50235	-0.306288	1.74151	-0.539101	0.331428	2.01489	-0.50235	-0.306288	1.74151	-0.539101	0.593411
154	0.315745	2.02773	-0.504559	-0.29242	1.74621	-0.533299	0.315745	2.02773	-0.504559	-0.29242	1.74621	-0.533299	0.315745	2.02773	-0.504559	-0.29242	1.74621	-0.533299	0.593633
155	0.299079	2.03966	-0.506655	-0.278482	1.75119	-0.527552	0.299079	2.03966	-0.506655	-0.278482	1.75119	-0.527552	0.299079	2.03966	-0.506655	-0.278482	1.75119	-0.527552	0.593771
156	0.281494	2.05066	-0.508556	-0.264536	1.75634	-0.521897	0.281494	2.05066	-0.508556	-0.264536	1.75634	-0.521897	0.281494	2.05066	-0.508556	-0.264536	1.75634	-0.521897	0.593902
157	0.263047	2.06075	-0.51018	-0.250629	1.7616	-0.516365	0.263047	2.06075	-0.51018	-0.250629	1.7616	-0.516365	0.263047	2.06075	-0.51018	-0.250629	1.7616	-0.516365	0.59512
158	0.243798	2.06993	-0.511449	-0.236787	1.76686	-0.510974	0.243798	2.06993	-0.511449	-0.236787	1.76686	-0.510974	0.243798	2.06993	-0.511449	-0.236787	1.76686	-0.510974	0.595586
159	0.223803	2.0782	-0.512286	-0.223022	1.77206	-0.505736	0.223803	2.0782	-0.512286	-0.223022	1.77206	-0.505736	0.223803	2.0782	-0.512286	-0.223022	1.77206	-0.505736	0.596441
160	0.203118	2.08559	-0.512621	-0.209328	1.77712	-0.500661	0.203118	2.08559	-0.512621	-0.209328	1.77712	-0.500661	0.203118	2.08559	-0.512621	-0.209328	1.77712	-0.500661	0.597315
161	0.181803	2.0921	-0.512384	-0.195686	1.78196	-0.495754	0.181803	2.0921	-0.512384	-0.195686	1.78196	-0.495754	0.181803	2.0921	-0.512384	-0.195686	1.78196	-0.495754	0.598391
162	0.159923	2.09774	-0.511518	-0.182066	1.78653	-0.491024	0.159923	2.09774	-0.511518	-0.182066	1.78653	-0.491024	0.159923	2.09774	-0.511518	-0.182066	1.78653	-0.491024	0.599465
163	0.137549	2.10252	-0.509972	-0.168427	1.79076	-0.486481	0.137549	2.10252	-0.509972	-0.168427	1.79076	-0.486481	0.137549	2.10252	-0.509972	-0.168427	1.79076	-0.486481	0.600221
164	0.114761	2.10646	-0.507705	-0.154719	1.7946	-0.482142	0.114761	2.10646	-0.507705	-0.154719	1.7946	-0.482142	0.114761	2.10646	-0.507705	-0.154719	1.7946	-0.482142	0.600921
165	0.0916489	2.10955	-0.504695	-0.14089	1.79801	-0.47803	0.0916489	2.10955	-0.504695	-0.14089	1.79801	-0.47803	0.0916489	2.10955	-0.504695	-0.14089	1.79801	-0.47803	0.601206
166	0.0683138	2.11182	-0.500933	-0.126881	1.80095	-0.474175	0.0683138	2.11182	-0.500933	-0.126881	1.80095	-0.474175	0.0683138	2.11182	-0.500933	-0.126881	1.80095	-0.474175	0.6015
167	0.0448661	2.11329	-0.496432	-0.112636	1.8034	-0.470615	0.0448661	2.11329	-0.496432	-0.112636	1.8034	-0.470615	0.0448661	2.11329	-0.496432	-0.112636	1.8034	-0.470615	0.602323
168	0.0214257	2.11399	-0.491227	-0.0981017	1.80535	-0.467397	0.0214257	2.11399	-0.491227	-0.0981017	1.80535	-0.467397	0.0214257	2.11399	-0.491227	-0.0981017	1.80535	-0.467397	0.603111
169	-0.00188034	2.11395	-0.485377	-0.0832292	1.80679	-0.464571	-0.00188034	2.11395	-0.485377	-0.0832292	1.80679	-0.464571	-0.00188034	2.11395	-0.485377	-0.0832292	1.80679	-0.464571	0.603878
170	-0.0249208	2.11321	-0.478962	-0.0679799	1.80772	-0.46219	-0.0249208	2.11321	-0.478962	-0.0679799	1.80772	-0.46219	-0.0249208	2.11321	-0.478962	-0.0679799	1.80772	-0.46219	0.604453
171	-0.047564	2.11181	-0.47209	-0.052326	1.80815	-0.460307	-0.047564	2.11181	-0.47209	-0.052326	1.80815	-0.460307	-0.047564	2.11181	-0.47209	-0.052326	1.80815	-0.460307	0.605053
172	-0.0696819	2.10979	-0.464887	-0.0362541	1.8081	-0.458972	-0.0696819	2.10979	-0.464887	-0.0362541	1.8081	-0.458972	-0.0696819	2.10979	-0.464887	-0.0362541	1.8081	-0.458972	0.605308
173	-0.0911546	2.1072	-0.457499	-0.0197662	1.80758	-0.458227	-0.0911546	2.1072	-0.457499	-0.0197662	1.80758	-0.458227	-0.0911546	2.1072	-0.457499	-0.0197662	1.80758	-0.458227	0.606044
174	-0.111875	2.10406	-0.450087	-0.00288097	1.8066	-0.458101	-0.111875	2.10406	-0.450087	-0.00288097	1.8066	-0.458101	-0.111875	2.10406	-0.450087	-0.00288097	1.8066	-0.458101	0.606691
175	-0.131751	2.10042	-0.442819	0.0143661	1.80519	-0.458611	-0.131751	2.10042	-0.442819	0.0143661	1.80519	-0.458611	-0.131751	2.10042	-0.442819	0.0143661	1.80519	-0.458611	0.606578
176	-0.150714	2.09627	-0.435869	0.0319239	1.80334	-0.459757	-0.150714	2.09627	-0.435869	0.0319239	1.80334	-0.459757	-0.150714	2.09627	-0.435869	0.0319239	1.80334	-0.459757	0.607659
177	-0.168713	2.09165	-0.429404	0.0497275	1.80109	-0.461519	-0.168713	2.09165	-0.429404	0.0497275	1.80109	-0.461519	-0.168713	2.09165	-0.429404	0.0497275	1.80109	-0.461519	0.608326
178	-0.185725	2.08654	-0.423586	0.0677012	1.79844	-0.463863	-0.185725	2.08654	-0.423586	0.0677012	1.79844	-0.463863	-0.185725	2.08654	-0.423586	0.0677012	1.79844	-0.463863	0.608771
179	-0.201748	2.08094	-0.418559	0.0857619	1.79542	-0.466733	-0.201748	2.08094	-0.418559	0.0857619	1.79542	-0.466733	-0.201748	2.08094	-0.418559	0.0857619	1.79542	-0.466733	0.609646
180	-0.216803	2.07486	-0.414451	0.103823	1.79205	-0.47006	-0.216803	2.07486	-0.414451	0.103823	1.79205	-0.47006	-0.216803	2.07486	-0.414451	0.103823	1.79205	-0.47006	0.609581
181	-0.230932	2.06826	-0.411366	0.121798	1.78837	-0.473764	-0.230932	2.06826	-0.411366	0.121798	1.78837	-0.473764	-0.230932	2.06826	-0.411366	0.121798	1.78837	-0.473764	0.610591
182	-0.244196	2.06116	-0.409385	0.139606	1.78442	-0.477753	-0.244196	2.06116	-0.409385	0.139606	1.78442	-0.477753	-0.244196	2.06116	-0.409385	0.139606	1.78442	-0.477753	0.611773
183	-0.256667	2.05353	-0.408564	0.157173	1.78026	-0.481931	-0.256667	2.05353	-0.408564	0.157173	1.78026	-0.481931	-0.256667	2.05353	-0.408564	0.157173	1.78026	-0.481931	0.612581
184	-0.268428	2.04537	-0.408932	0.174432	1.77594	-0.486199	-0.268428	2.04537	-0.408932	0.174432	1.77594	-0.486199	-0.268428	2.04537	-0.408932	0.174432	1.77594	-0.486199	0.614036
185	-0.279569	2.03669	-0.410498	0.191332	1.77154	-0.49046	-0.279569	2.03669	-0.410498	0.191332	1.77154	-0.49046	-0.279569	2.03669	-0.410498	0.191332	1.77154	-0.49046	0.613816
186	-0.290179	2.02749	-0.413246	0.207829	1.76714	-0.494621	-0.290179	2.02749	-0.413246	0.207829	1.76714	-0.494621	-0.290179	2.02749	-0.413246	0.207829	1.76714	-0.494621	0.614281
187	-0.300346	2.01779	-0.417143	0.223893	1.76281	-0.498592	-0.300346	2.01779	-0.417143	0.223893	1.76281	-0.498592	-0.300346	2.01779	-0.417143	0.223893	1.76281	-0.498592	0.614519
188	-0.31015	2.00758	-0.422138	0.239503	1.75867	-0.502292	-0.31015	2.00758	-0.422138	0.239503	1.75867	-0.502292	-0.31015	2.00758	-0.422138	0.239503	1.75867	-0.502292	0.615313
189	-0.319663	1.99689	-0.428162	0.254644	1.75478	-0.50565	-0.319663	1.99689	-0.428162	0.254644	1.75478	-0.50565	-0.319663	1.99689	-0.428162	0.254644	1.75478	-0.50565	0.615581
190	-0.328945	1.98573	-0.435136	0.269308	1.75124	-0.508603	-0.328945	1.98573	-0.435136	0.269308	1.75124	-0.508603	-0.328945	1.98573	-0.435136	0.269308	1.75124	-0.508603	0.615486
191	-0.33804	1.97411	-0.442966	0.283489	1.74815	-0.511097	-0.33804	1.97411	-0.442966	0.283489	1.74815	-0.511097	-0.33804	1.97411	-0.442966	0.283489	1.74815	-0.511097	0.615478
192	-0.346978	1.96204	-0.451549	0.297183	1.74558	-0.513089	-0.346978	1.96204	-0.451549	0.297183	1.74558	-0.513089	-0.346978	1.96204	-0.451549	0.297183	1.74558	-0.513089	0.615352
193	-0.35577	1.94953	-0.460771	0.31038	1.74364	-0.514551	-0.35577	1.94953	-0.460771	0.31038	1.74364	-0.514551	-0.35577	1.94953	-0.460771	0.31038	1.74364	-0.514551	0.614879
194	-0.36441	1.93661	-0.470507	0.323069	1.74241	-0.515462	-0.36441	1.93661	-0.470507	0.323069	1.74241	-0.515462	-0.36441	1.93661	-0.470507	0.323069	1.74241	-0.515462	0.615007
195	-0.372873	1.92329	-0.480625	0.335231	1.74196	-0.515818	-0.372873	1.92329	-0.480625	0.335231	1.74196	-0.515818	-0.372873	1.92329	-0.480625	0.335231	1.74196	-0.515818	0.614802
196	-0.381115	1.9096	-0.490984	0.346837	1.7424	-0.515628	-0.381115	1.9096	-0.490984	0.346837	1.7424	-0.515628	-0.381115	1.9096	-0.490984	0.346837	1.7424	-0.515628	0.61516
197	-0.389075	1.89561	-0.501437	0.357853	1.7438	-0.514915	-0.389075	1.89561	-0.501437	0.357853	1.7438	-0.514915	-0.389075	1.89561	-0.501437	0.357853	1.7438	-0.514915	0.614936
198	-0.396677	1.88138	-0.511833	0.368233	1.74626	-0.513717	-0.396677	1.88138	-0.511833	0.368233	1.74626	-0.513717	-0.396677	1.88138	-0.511833	0.368233	1.74626	-0.513717	0.614685
199	-0.403829	1.86698	-0.522016	0.377921	1.74984	-0.512088	-0.403829	1.86698	-0.522016	0.377921	1.74984	-0.512088	-0.403829	1.86698	-0.522016	0.377921	1.74984	-0.512088	0.614406
200	-0.410425	1.85254	-0.531832	0.386855	1.75463	-0.510097	-0.410425	1.85254	-0.531832	0.386855	1.75463	-0.510097	-0.410425	1.85254	-0.531832	0.386855	1.75463	-0.510097	0.613978
201	-0.416355	1.83817	-0.54113	0.394963	1.76068	-0.507825	-0.416355	1.83817	-0.54113	0.394963	1.76068	-0.507825	-0.416355	1.83817	-0.54113	0.394963	1.76068	-0.507825	0.614443
202	-0.421498	1.82403	-0.549766	0.402167	1.76805	-0.505363	-0.421498	1.82403	-0.549766	0.402167	1.76805	-0.505363	-0.421498	1.82403	-0.549766	0.402167	1.76805	-0.505363	0.613944
203	-0.425737	1.81028	-0.557608	0.408387	1.77677	-0.502812	-0.425737	1.81028	-0.557608	0.408387	1.77677	-0.502812	-0.425737	1.81028	-0.557608	0.408387	1.77677	-0.502812	0.613948
204	-0.428955	1.79708	-0.564539	0.41354	1.78682	-0.500273	-0.428955	1.79708	-0.564539	0.41354	1.78682	-0.500273	-0.428955	1.79708	-0.564539	0.41354	1.78682	-0.500273	0.614528
205	-0.431046	1.78463	-0.57046	0.417545	1.79818	-0.497849	-0.431046	1.78463	-0.57046	0.417545	1.79818	-0.497849	-0.431046	1.78463	-0.57046	0.417545	1.79818	-0.497849	0.616236
206	-0.431916	1.77307	-0.575298	0.420326	1.81079	-0.495638	-0.431916	1.77307	-0.575298	0.420326	1.81079	-0.495638	-0.431916	1.77307	-0.575298	0.420326	1.81079	-0.495638	0.616608
207	-0.43149	1.76257	-0.579002	0.421813	1.82455	-0.493727	-0.43149	1.76257	-0.579002	0.421813	1.82455	-0.493727	-0.43149	1.76257	-0.579002	0.421813	1.82455	-0.493727	0.618123
208	-0.429716	1.75325	-0.58155	0.421947	1.83933	-0.492188	-0.429716	1.75325	-0.58155	0.421947	1.83933	-0.492188	-0.429716	1.75325	-0.58155	0.421947	1.83933	-0.492188	0.618427
209	-0.426564	1.74522	-0.582947	0.420682	1.85496	-0.491078	-0.426564	1.74522	-0.582947	0.420682	1.85496	-0.491078	-0.426564	1.74522	-0.582947	0.420682	1.85496	-0.491078	0.618911
210	-0.422035	1.73853	-0.583224	0.417985	1.87125	-0.490432	-0.422035	1.73853	-0.583224	0.417985	1.87125	-0.490432	-0.422035	1.73853	-0.583224	0.417985	1.87125	-0.490432	0.618796
211	-0.416156	1.73323	-0.582439	0.413841	1.888	-0.490268	-0.416156	1.73323	-0.582439	0.413841	1.888	-0.490268	-0.416156	1.73323	-0.582439	0.413841	1.888	-0.490268	0.618561
212	-0.408981	1.7293	-0.580668	0.40825	1.90499	-0.490581	-0.408981	1.7293	-0.580668	0.40825	1.90499	-0.490581	-0.408981	1.7293	-0.580668	0.40825	1.90499	-0.490581	0.618214
213	-0.400589	1.7267	-0.578008	0.401226	1.92201	-0.491346	-0.400589	1.7267	-0.578008	0.401226	1.92201	-0.491346	-0.400589	1.7267	-0.578008	0.401226	1.92201	-0.491346	0.61784
214	-0.391081	1.72537	-0.574566	0.3928	1.93886	-0.492524	-0.391081	1.72537	-0.574566	0.3928	1.93886	-0.492524	-0.391081	1.72537	-0.574566	0.3928	1.93886	-0.492524	0.617384
215	-0.380575	1.7252	-0.570458	0.383014	1.95535	-0.49406	-0.380575	1.7252	-0.570458	0.383014	1.95535	-0.49406	-0.380575	1.7252	-0.570458	0.383014	1.95535	-0.49406	0.616855
216	-0.3692	1.7261	-0.565802	0.371922	1.97131	-0.495887	-0.3692	1.7261	-0.565802	0.371922	1.97131	-0.495887	-0.3692	1.7261	-0.565802	0.371922	1.97131	-0.495887	0.616459
217	-0.35709	1.72795	-0.560715	0.359583	1.98662	-0.497931	-0.35709	1.72795	-0.560715	0.359583	1.98662	-0.497931	-0.35709	1.72795	-0.560715	0.359583	1.98662	-0.497931	0.615982
218	-0.344384	1.73061	-0.555308	0.346063	2.00118	-0.500113	-0.344384	1.73061	-0.555308	0.346063	2.00118	-0.500113	-0.344384	1.73061	-0.555308	0.346063	2.00118	-0.500113	0.615953
219	-0.331211	1.73396	-0.549681	0.331428	2.01489	-0.50235	-0.331211	1.73396	-0.549681	0.331428	2.01489	-0.50235	-0.331211	1.73396	-0.549681	0.331428	2.01489	-0.50235	0.616477
220	-0.317695	1.7379	-0.543926	0.315745	2.02773	-0.504559	-0.317695	1.7379	-0.543926	0.315745	2.02773	-0.504559	-0.317695	1.7379	-0.543926	0.315745	2.02773	-0.504559	0.617509
221	-0.303948	1.74229	-0.538119	0.299079	2.03966	-0.506655	-0.303948	1.74229	-0.538119	0.299079	2.03966	-0.506655	-0.303948	1.74229	-0.538119	0.299079	2.03966	-0.506655	0.618906
222	-0.290063	1.74704	-0.532323	0.281494	2.05066	-0.508556	-0.290063	1.74704	-0.532323	0.281494	2.05066	-0.508556	-0.290063	1.74704	-0.532323	0.281494	2.05066	-0.508556	0.619486
223	-0.276119	1.75206	-0.526589	0.263047	2.06075	-0.51018	-0.276119	1.75206	-0.526589	0.263047	2.06075	-0.51018	-0.276119	1.75206	-0.526589	0.263047	2.06075	-0.51018	0.620995
224	-0.262178	1.75724	-0.520953	0.243798	2.06993	-0.511449	-0.262178	1.75724	-0.520953	0.243798	2.06993	-0.511449	-0.262178	1.75724	-0.520953	0.243798	2.06993	-0.511449	0.621997
225	-0.24828	1.7625	-0.515443	0.223803	2.0782	-0.512286	-0.24828	1.7625	-0.515443	0.223803	2.0782	-0.512286	-0.24828	1.7625	-0.515443	0.223803	2.0782	-0.512286	0.623268
226	-0.234451	1.76776	-0.510078	0.203118	2.08559	-0.512621	-0.234451	1.76776	-0.510078	0.203118	2.08559	-0.512621	-0.234451	1.76776	-0.510078	0.203118	2.08559	-0.512621	0.624272
227	-0.220698	1.77294	-0.504867	0.181803	2.0921	-0.512384	-0.220698	1.77294	-0.504867	0.181803	2.0921	-0.512384	-0.220698	1.77294	-0.504867	0.181803	2.0921	-0.512384	0.625385
228	-0.207015	1.77796	-0.49982	0.159923	2.09774	-0.511518	-0.207015	1.77796	-0.49982	0.159923	2.09774	-0.511518	-0.207015	1.77796	-0.49982	0.159923	2.09774	-0.511518	0.626422
229	-0.193379	1.78276	-0.494943	0.137549	2.10252	-0.509972	-0.193379	1.78276	-0.494943	0.137549	2.10252	-0.509972	-0.193379	1.78276	-0.494943	0.137549	2.10252	-0.509972	0.62724
230	-0.179759	1.78728	-0.490243	0.114761	2.10646	-0.507705	-0.179759	1.78728	-0.490243	0.114761	2.10646	-0.507705	-0.179759	1.78728	-0.490243	0.114761	2.10646	-0.507705	0.62784
231	-0.166111	1.79145	-0.485734	0.0916489	2.10955	-0.504695	-0.166111	1.79145	-0.485734	0.0916489	2.10955	-0.504695	-0.166111	1.79145	-0.485734	0.0916489	2.10955	-0.504695	0.628107
232	-0.152387	1.79522	-0.481431	0.0683138	2.11182	-0.500933	-0.152387	1.79522	-0.481431	0.0683138	2.11182	-0.500933	-0.152387	1.79522	-0.481431	0.0683138	2.11182	-0.500933	0.628236
233	-0.138531	1.79855	-0.47736	0.0448661	2.11329	-0.496432	-0.138531	1.79855	-0.47736	0.0448661	2.11329	-0.496432	-0.138531	1.79855	-0.47736	0.0448661	2.11329	-0.496432	0.629165
234	-0.124486	1.80141	-0.473552	0.0214257	2.11399	-0.491227	-0.124486	1.80141	-0.473552	0.0214257	2.11399	-0.491227	-0.124486	1.80141	-0.473552	0.0214257	2.11399	-0.491227	0.629817
235	-0.110196	1.80377	-0.470047	-0.00188034	2.11395	-0.485377	-0.110196	1.80377	-0.470047	-0.00188034	2.11395	-0.485377	-0.110196	1.80377	-0.470047	-0.00188034	2.11395	-0.485377	0.630569
236	-0.0956073	1.80563	-0.466891	-0.0249208	2.11321	-0.478962	-0.0956073	1.80563	-0.466891	-0.0249208	2.11321	-0.478962	-0.0956073	1.80563	-0.466891	-0.0249208	2.11321	-0.478962	0.631458
237	-0.0806734	1.80699	-0.464137	-0.047564	2.11181	-0.47209	-0.0806734	1.80699	-0.464137	-0.047564	2.11181	-0.47209	-0.0806734	1.80699	-0.464137	-0.047564	2.11181	-0.47209	0.63215
238	-0.0653571	1.80783	-0.461836	-0.0696819	2.10979	-0.464887	-0.0653571	1.80783	-0.461836	-0.0696819	2.10979	-0.464887	-0.0653571	1.80783	-0.461836	-0.0696819	2.10979	-0.464887	0.6326
239	-0.0496329	1.80818	-0.460043	-0.0911546	2.1072	-0.457499	-0.0496329	1.80818	-0.460043	-0.0911546	2.1072	-0.457499	-0.0496329	1.80818	-0.460043	-0.0911546	2.1072	-0.457499	0.633513
240	-0.0334899	1.80805	-0.458805	-0.111875	2.10406	-0.450087	-0.0334899	1.80805	-0.458805	-0.111875	2.10406	-0.450087	-0.0334899	1.80805	-0.458805	-0.111875	2.10406	-0.450087	0.634283
241	-0.0169329	1.80745	-0.458163	-0.131751	2.10042	-0.442819	-0.0169329	1.80745	-0.458163	-0.131751	2.10042	-0.442819	-0.0169329	1.80745	-0.458163	-0.131751	2.10042	-0.442819	0.63499
242	1.66027e-05	1.8064	-0.458144	-0.150714	2.09627	-0.435869	1.66027e-05	1.8064	-0.458144	-0.150714	2.09627	-0.435869	1.66027e-05	1.8064	-0.458144	-0.150714	2.09627	-0.435869	0.636431
243	0.0173203	1.80491	-0.458762	-0.168713	2.09165	-0.429404	0.0173203	1.80491	-0.458762	-0.168713	2.09165	-0.429404	0.0173203	1.80491	-0.458762	-0.168713	2.09165	-0.429404	0.637156
244	0.0349247	1.803	-0.460014	-0.185725	2.08654	-0.423586	0.0349247	1.803	-0.460014	-0.185725	2.08654	-0.423586	0.0349247	1.803	-0.460014	-0.185725	2.08654	-0.423586	0.637356
245	0.0527627	1.80067	-0.461878	-0.201748	2.08094	-0.418559	0.0527627	1.80067	-0.461878	-0.201748	2.08094	-0.418559	0.0527627	1.80067	-0.461878	-0.201748	2.08094	-0.418559	0.63778
246	0.0707571	1.79796	-0.464315	-0.216803	2.07486	-0.414451	0.0707571	1.79796	-0.464315	-0.216803	2.07486	-0.414451	0.0707571	1.79796	-0.464315	-0.216803	2.07486	-0.414451	0.63811
247	0.088824	1.79488	-0.467268	-0.230932	2.06826	-0.411366	0.088824	1.79488	-0.467268	-0.230932	2.06826	-0.411366	0.088824	1.79488	-0.467268	-0.230932	2.06826	-0.411366	0.638585
248	0.106877	1.79146	-0.470665	-0.244196	2.06116	-0.409385	0.106877	1.79146	-0.470665	-0.244196	2.06116	-0.409385	0.106877	1.79146	-0.470665	-0.244196	2.06116	-0.409385	0.640736
249	0.124829	1.78773	-0.474423	-0.256667	2.05353	-0.408564	0.124829	1.78773	-0.474423	-0.256667	2.05353	-0.408564	0.124829	1.78773	-0.474423	-0.256667	2.05353	-0.408564	0.641395
250	0.142601	1.78374	-0.478451	-0.268428	2.04537	-0.408932	0.142601	1.78374	-0.478451	-0.268428	2.04537	-0.408932	0.142601	1.78374	-0.478451	-0.268428	2.04537	-0.408932	0.642405
251	0.16012	1.77954	-0.482651	-0.279569	2.03669	-0.410498	0.16012	1.77954	-0.482651	-0.279569	2.03669	-0.410498	0.16012	1.77954	-0.482651	-0.279569	2.03669	-0.410498	0.644213
252	0.177322	1.7752	-0.486925	-0.290179	2.02749	-0.413246	0.177322	1.7752	-0.486925	-0.290179	2.02749	-0.413246	0.177322	1.7752	-0.486925	-0.290179	2.02749	-0.413246	0.645202
253	0.194156	1.77079	-0.491176	-0.300346	2.01779	-0.417143	0.194156	1.77079	-0.491176	-0.300346	2.01779	-0.417143	0.194156	1.77079	-0.491176	-0.300346	2.01779	-0.417143	0.647355
